,O*NET職業代碼,職業名稱,任務摘要,語意相似度,自動化風險分數
13511,29-2031,Cardiovascular Technologists and Technicians,Operate diagnostic imaging equipment to produce contrast enhanced radiographs of heart and cardiovascular system.,0.039,0.23
13512,29-2031,Cardiovascular Technologists and Technicians,"Observe gauges, recorder, and video screens of data analysis system during imaging of cardiovascular system.",0.141,0.23
13513,29-2031,Cardiovascular Technologists and Technicians,Inject contrast medium into patients' blood vessels.,-0.059,0.23
13514,29-2031,Cardiovascular Technologists and Technicians,"Transcribe, type, and distribute reports of diagnostic procedures for interpretation by physician.",0.005,0.23
13515,29-2031,Cardiovascular Technologists and Technicians,"Set up 24-hour Holter and event monitors, scan and interpret tapes, and report results to physicians.",0.024,0.23
13516,29-2031,Cardiovascular Technologists and Technicians,"Perform general administrative tasks, such as scheduling appointments or ordering supplies or equipment.",0.082,0.23
13517,29-2032,Diagnostic Medical Sonographers,"Observe screen during scan to ensure that image produced is satisfactory for diagnostic purposes, making adjustments to equipment as required.",0.073,0.35
13518,29-2032,Diagnostic Medical Sonographers,Observe and care for patients throughout examinations to ensure their safety and comfort.,0.165,0.35
13519,29-2032,Diagnostic Medical Sonographers,Provide sonogram and oral or written summary of technical findings to physician for use in medical diagnosis.,-0.033,0.35
13520,29-2032,Diagnostic Medical Sonographers,Select appropriate equipment settings and adjust patient positions to obtain the best sites and angles.,0.002,0.35
13521,29-2032,Diagnostic Medical Sonographers,"Operate ultrasound equipment to produce and record images of the motion, shape, and composition of blood, organs, tissues, or bodily masses, such as fluid accumulations.",0.102,0.35
13522,29-2032,Diagnostic Medical Sonographers,"Decide which images to include, looking for differences between healthy and pathological areas.",-0.027,0.35
13523,29-2032,Diagnostic Medical Sonographers,"Prepare patient for exam by explaining procedure, transferring patient to ultrasound table, scrubbing skin and applying gel, and positioning patient properly.",0.057,0.35
13524,29-2032,Diagnostic Medical Sonographers,"Determine whether scope of exam should be extended, based on findings.",-0.11,0.35
13525,29-2032,Diagnostic Medical Sonographers,"Obtain and record accurate patient history, including prior test results or information from physical examinations.",0.098,0.35
13526,29-2032,Diagnostic Medical Sonographers,"Maintain records that include patient information, sonographs and interpretations, files of correspondence, publications and regulations, or quality assurance records, such as pathology, biopsy, or post-operative reports.",0.242,0.35
13527,29-2032,Diagnostic Medical Sonographers,"Record and store suitable images, using camera unit connected to the ultrasound equipment.",-0.027,0.35
13528,29-2032,Diagnostic Medical Sonographers,"Coordinate work with physicians or other healthcare team members, including providing assistance during invasive procedures.",0.064,0.35
13529,29-2032,Diagnostic Medical Sonographers,"Clean, check, and maintain sonographic equipment, submitting maintenance requests or performing minor repairs as necessary.",0.188,0.35
13530,29-2032,Diagnostic Medical Sonographers,"Perform clerical duties, such as scheduling exams or special procedures, keeping records, or archiving computerized images.",0.171,0.35
13531,29-2032,Diagnostic Medical Sonographers,"Perform legal and ethical duties, including preparing safety or accident reports, obtaining written consent from patient to perform invasive procedures, or reporting symptoms of abuse or neglect.",0.188,0.35
13532,29-2032,Diagnostic Medical Sonographers,Supervise or train students or other medical sonographers.,-0.016,0.35
13533,29-2032,Diagnostic Medical Sonographers,"Perform medical procedures, such as administering oxygen, inserting and removing airways, taking vital signs, or giving emergency treatment, such as first aid or cardiopulmonary resuscitation (CPR).",0.122,0.35
13534,29-2032,Diagnostic Medical Sonographers,"Maintain stock and supplies, preparing supplies for special examinations and ordering supplies when necessary.",0.034,0.35
13535,29-2032,Diagnostic Medical Sonographers,Process and code film from procedures and complete appropriate documentation.,0.099,0.35
13536,29-2032,Diagnostic Medical Sonographers,Load and unload film cassettes used to record images from procedures.,-0.02,0.35
13537,29-2033,Nuclear Medicine Technologists,"Administer radiopharmaceuticals or radiation intravenously to detect or treat diseases, using radioisotope equipment, under direction of a physician.",-0.034,0.13
13538,29-2033,Nuclear Medicine Technologists,"Detect and map radiopharmaceuticals in patients' bodies, using a camera to produce photographic or computer images.",-0.008,0.13
13539,29-2033,Nuclear Medicine Technologists,"Process cardiac function studies, using computer.",0.029,0.13
13540,29-2033,Nuclear Medicine Technologists,"Calculate, measure, and record radiation dosage or radiopharmaceuticals received, used, and disposed, using computer and following physician's prescription.",0.003,0.13
13541,29-2033,Nuclear Medicine Technologists,Record and process results of procedures.,0.052,0.13
13542,29-2033,Nuclear Medicine Technologists,Produce a computer-generated or film image for interpretation by a physician.,-0.072,0.13
13543,29-2033,Nuclear Medicine Technologists,"Prepare stock radiopharmaceuticals, adhering to safety standards that minimize radiation exposure to workers and patients.",0.078,0.13
13544,29-2033,Nuclear Medicine Technologists,Explain test procedures and safety precautions to patients and provide them with assistance during test procedures.,0.131,0.13
13545,29-2033,Nuclear Medicine Technologists,Perform quality control checks on laboratory equipment or cameras.,0.065,0.13
13546,29-2033,Nuclear Medicine Technologists,"Dispose of radioactive materials and store radiopharmaceuticals, following radiation safety procedures.",0.099,0.13
13547,29-2033,Nuclear Medicine Technologists,Gather information on patients' illnesses and medical history to guide the choice of diagnostic procedures for therapy.,0.052,0.13
13548,29-2033,Nuclear Medicine Technologists,Maintain and calibrate radioisotope and laboratory equipment.,0.106,0.13
13549,29-2033,Nuclear Medicine Technologists,"Measure glandular activity, blood volume, red cell survival, or radioactivity of patient, using scanners, Geiger counters, scintillometers, or other laboratory equipment.",0.073,0.13
13550,29-2033,Nuclear Medicine Technologists,Train or supervise student or subordinate nuclear medicine technologists.,0.009,0.13
13551,29-2033,Nuclear Medicine Technologists,"Position radiation fields, radiation beams, and patient to allow for most effective treatment of patient's disease, using computer.",0.031,0.13
13552,29-2033,Nuclear Medicine Technologists,"Add radioactive substances to biological specimens, such as blood, urine, or feces, to determine therapeutic drug or hormone levels.",0.056,0.13
13553,29-2033,Nuclear Medicine Technologists,Develop treatment procedures for nuclear medicine treatment programs.,0.061,0.13
13554,29-2051,Dietetic Technicians,"Observe and monitor patient food intake and body weight, and report changes, progress, and dietary problems to dietician.",0.146,0.13
13555,29-2051,Dietetic Technicians,"Conduct nutritional assessments of individuals, including obtaining and evaluating individuals' dietary histories, to plan nutritional programs.",0.044,0.13
13556,29-2051,Dietetic Technicians,"Prepare a major meal, following recipes and determining group food quantities.",-0.027,0.13
13557,29-2051,Dietetic Technicians,Supervise food production or service or assist dietitians or nutritionists in food service supervision or planning.,0.11,0.13
13558,29-2051,Dietetic Technicians,"Plan menus or diets or guide individuals or families in food selection, preparation, or menu planning, based upon nutritional needs and established guidelines.",0.055,0.13
13559,29-2051,Dietetic Technicians,"Develop job specifications, job descriptions, or work schedules.",0.172,0.13
13560,29-2051,Dietetic Technicians,Attend interdisciplinary meetings with other health care professionals to discuss patient care.,-0.06,0.13
13561,29-2051,Dietetic Technicians,"Provide dietitians with assistance researching food, nutrition, or food service systems.",0.089,0.13
13562,29-2051,Dietetic Technicians,"Select, schedule, or conduct orientation or in-service education programs.",0.021,0.13
13563,29-2051,Dietetic Technicians,"Analyze menus or recipes, standardize recipes, or test new products.",0.013,0.13
13564,29-2051,Dietetic Technicians,Determine food and beverage costs and assist in implementing cost control procedures.,0.032,0.13
13565,29-2051,Dietetic Technicians,Refer patients to other relevant services to provide continuity of care.,0.037,0.13
13566,29-2051,Dietetic Technicians,"Deliver speeches on diet, nutrition, or health to promote healthy eating habits and illness prevention and treatment.",0.033,0.13
13567,29-2052,Pharmacy Technicians,Receive written prescription or refill requests and verify that information is complete and accurate.,0.116,0.92
13568,29-2052,Pharmacy Technicians,Enter prescription information into computer databases.,0.148,0.92
13569,29-2052,Pharmacy Technicians,"Establish or maintain patient profiles, including lists of medications taken by individual patients.",0.055,0.92
13570,29-2052,Pharmacy Technicians,Maintain proper storage and security conditions for drugs.,0.253,0.92
13571,29-2052,Pharmacy Technicians,"Receive and store incoming supplies, verify quantities against invoices, check for outdated medications in current inventory, and inform supervisors of stock needs and shortages.",0.146,0.92
13572,29-2052,Pharmacy Technicians,"Answer telephones, responding to questions or requests.",0.014,0.92
13573,29-2052,Pharmacy Technicians,"Assist customers by answering simple questions, locating items, or referring them to the pharmacist for medication information.",0.048,0.92
13574,29-2052,Pharmacy Technicians,Operate cash registers to accept payment from customers.,0.034,0.92
13575,29-2052,Pharmacy Technicians,Price and file prescriptions that have been filled.,-0.019,0.92
13576,29-2052,Pharmacy Technicians,"Mix pharmaceutical preparations, according to written prescriptions.",-0.015,0.92
13577,29-2052,Pharmacy Technicians,"Order, label, and count stock of medications, chemicals, or supplies and enter inventory data into computer.",0.116,0.92
13578,29-2052,Pharmacy Technicians,"Clean and help maintain equipment or work areas and sterilize glassware, according to prescribed methods.",0.083,0.92
